transaction_id,date,amount,actual_amount,currency,merchant,transaction_type,description,category,status,has_error,fw_requirements,notes
TXN0150070,2025-01-02,348.48,348.48,GBP,National Rail,Purchase,Payment to National Rail,Transport,Completed,False,FW15,
TXN0150057,2025-01-05,226.45,226.45,GBP,Netflix,Card Payment,Netflix - Card Payment,Entertainment,Completed,False,,
TXN0150035,2025-01-06,39.93,39.93,GBP,Coral,Online Purchase,Coral - Online Purchase,Gambling,Completed,False,FW45,Gambling transaction
TXN0150020,2025-01-06,35.17,351.7,GBP,Rolex Boutique,Refund,Rolex Boutique,Luxury,Completed,True,FW20_Luxury|FW15|FW40_Calculation,Luxury purchase
TXN0150041,2025-01-07,148.51,148.51,GBP,Betway,Online Purchase,Online Purchase - Betway,Gambling,Completed,False,FW45,Gambling transaction
TXN0150073,2025-01-11,696.86,696.86,GBP,Anonymous Payment,Refund,Anonymous Payment - Refund,Unknown,Completed,False,FW25|FW15,Missing audit trail
TXN0150009,2025-01-15,1539.73,1539.73,GBP,Morrisons,Mobile Payment,Morrisons - Mobile Payment,Groceries,Completed,False,FW15,High value transaction
TXN0150094,2025-01-16,246.41,246.41,GBP,Apple Store,Contactless,Contactless - Apple Store,Electronics,Completed,False,,
TXN0150012,2025-01-17,232.27,232.27,GBP,Spotify,Purchase,Spotify,Entertainment,Completed,False,,
TXN0150084,2025-01-18,25.72,25.72,GBP,Netflix,Online Purchase,Online Purchase - Netflix,Entertainment,Completed,False,,
TXN0150052,2025-01-22,34.82,34.82,GBP,Waitrose,Online Purchase,Payment to Waitrose,Groceries,Completed,False,,
TXN0150024,2025-01-22,591.2,591.2,GBP,Wise Transfer,Refund,Wise Transfer - Refund,Money Transfer,Completed,False,FW20_Transfer|FW15,
TXN0150036,2025-01-28,338.13,338.13,GBP,Starbucks,ATM Withdrawal,ATM Withdrawal - Starbucks,Food & Drink,Completed,False,FW15,
TXN0150049,2025-01-29,58.61,58.61,GBP,Amazn UK,Standing Order,Payment to Amazn UK,Error,Completed,False,FW40_Misspelling,
TXN0150097,2025-01-29,14.94,14.94,GBP,Tesco Supermarket,Online Purchase,Payment to Tesco Supermarket,Groceries,Completed,False,,
TXN0150046,2025-02-07,97.7,97.7,GBP,BP Station,Online Purchase,BP Station - Online Purchase,Transport,Completed,False,,
TXN0150072,2025-02-07,918.23,918.23,GBP,Netflix,Mobile Payment,Payment to Netflix,Entertainment,Completed,False,FW15,
TXN0150007,2025-02-07,972.94,972.94,GBP,Virgin Money Credit Card,ATM Withdrawal,Virgin Money Credit Card,Debt Payment,Pending,False,FW50|FW15,
TXN0150069,2025-02-08,574.5,574.5,GBP,Pret A Manger,Card Payment,Pret A Manger - Card Payment,Food & Drink,Completed,False,FW15,
TXN0150029,2025-02-08,1100.67,1100.67,GBP,Western Union,Direct Debit,Western Union,Money Transfer,Completed,False,FW20_Transfer|FW15,High value transaction
TXN0150014,2025-02-11,1961.55,1961.55,GBP,Bulgari,Contactless,Bulgari,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0150078,2025-02-11,176.0,176.0,GBP,Costa Coffee,Direct Debit,Direct Debit - Costa Coffee,Food & Drink,Completed,False,,
TXN0150050,2025-02-14,177.38,177.38,GBP,Morrisons,Mobile Payment,Mobile Payment - Morrisons,Groceries,Completed,False,,
TXN0150043,2025-02-14,225.61,225.61,GBP,Uber,Refund,Payment to Uber,Transport,Completed,False,,
TXN0150085,2025-02-15,166.63,166.63,GBP,Barclaycard Payment,Contactless,Barclaycard Payment,Debt Payment,Completed,False,,
TXN0150071,2025-02-17,1298.82,1298.82,GBP,HSBC Loan Repayment,Mobile Payment,HSBC Loan Repayment,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0150027,2025-02-17,43.27,43.27,GBP,HSCB Bank,Contactless,HSCB Bank,Error,Failed,False,FW40_Misspelling,
TXN0150095,2025-02-18,204.83,204.83,GBP,Asda,Direct Debit,Payment to Asda,Groceries,Completed,False,,
TXN0150090,2025-02-18,953.58,953.58,GBP,Waitrose,Purchase,Waitrose,Groceries,Completed,False,FW15,
TXN0150080,2025-02-19,13.42,13.42,GBP,Amazon UK,Direct Debit,Payment to Amazon UK,Online Shopping,Completed,False,,
TXN0150082,2025-02-19,787.93,787.93,GBP,Esso,Online Purchase,Payment to Esso,Transport,Completed,False,FW15,
TXN0150063,2025-02-19,631.33,631.33,GBP,eBay,Card Payment,eBay - Card Payment,Online Shopping,Completed,False,FW15,
TXN0150061,2025-02-24,780.48,780.48,GBP,Xoom,Standing Order,Xoom,Money Transfer,Completed,False,FW20_Transfer|FW15,
TXN0150065,2025-02-24,238.26,238.26,GBP,John Lewis,Bank Transfer,Bank Transfer - John Lewis,Online Shopping,Completed,False,,
TXN0150023,2025-02-25,1495.9,1495.9,GBP,Santander Mortgage,Card Payment,Santander Mortgage - Card Payment,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0150058,2025-02-27,58.69,58.69,GBP,Betfair,ATM Withdrawal,Betfair,Gambling,Completed,False,FW45,Gambling transaction
TXN0150019,2025-02-28,13.96,13.96,GBP,Waitrose,Refund,Refund - Waitrose,Groceries,Completed,False,,
TXN0150098,2025-04-04,37.49,37.49,GBP,EDF Energy,Online Purchase,Payment to EDF Energy,Utilities,Completed,False,,
TXN0150068,2025-04-09,145.26,145.26,GBP,Premier Inn,Card Payment,Card Payment - Premier Inn,Travel,Completed,False,,
TXN0150060,2025-04-15,110.87,110.87,GBP,Siansburys,Purchase,Payment to Siansburys,Error,Completed,False,FW40_Misspelling,
TXN0150022,2025-04-17,176.36,176.36,GBP,National Rail,Refund,Payment to National Rail,Transport,Completed,False,,
TXN0150018,2025-04-18,19.67,19.67,GBP,Netflix,Card Payment,Payment to Netflix,Entertainment,Completed,False,,
TXN0150034,2025-04-18,137.31,137.31,GBP,Waitrose,Direct Debit,Direct Debit - Waitrose,Groceries,Completed,False,,
TXN0150077,2025-04-19,242.82,242.82,GBP,Airbnb,Contactless,Payment to Airbnb,Travel,Completed,False,,
TXN0150002,2025-04-19,109.49,109.49,GBP,Sainsbury's,Card Payment,Payment to Sainsbury's,Groceries,Completed,False,,
TXN0150051,2025-04-21,968.5,96.85,GBP,Apple Store,Online Purchase,Payment to Apple Store,Electronics,Completed,True,FW40_Calculation,Data error detected
TXN0150011,2025-04-21,637.71,637.71,GBP,British Gas,ATM Withdrawal,British Gas - ATM Withdrawal,Utilities,Completed,False,FW15,
TXN0150083,2025-04-22,914.16,914.16,GBP,Tesco Bank Loan,Purchase,Purchase - Tesco Bank Loan,Debt Payment,Completed,False,FW50|FW15,
TXN0150048,2025-04-23,123.16,123.16,GBP,Starbucks,Mobile Payment,Starbucks - Mobile Payment,Food & Drink,Completed,False,,
TXN0150067,2025-04-23,129.72,129.72,GBP,Netflix,Contactless,Contactless - Netflix,Entertainment,Completed,False,,
TXN0150028,2025-04-23,214.38,214.38,GBP,Netflix,Online Purchase,Netflix,Entertainment,Completed,False,,
TXN0150062,2025-04-30,889.86,889.86,GBP,Barclaycard Payment,Bank Transfer,Bank Transfer - Barclaycard Payment,Debt Payment,Completed,False,FW50|FW15,
TXN0150047,2025-05-03,62.06,62.06,GBP,Currys PC World,Standing Order,Currys PC World,Electronics,Completed,False,,
TXN0150032,2025-05-03,4715.42,4715.42,GBP,Airbnb,Refund,Airbnb,Travel,Completed,False,FW15,High value transaction
TXN0150086,2025-05-06,30.83,30.83,GBP,John Lewis,Bank Transfer,Bank Transfer - John Lewis,Online Shopping,Completed,False,,
TXN0150092,2025-05-07,80.32,80.32,GBP,Premier Inn,Bank Transfer,Bank Transfer - Premier Inn,Travel,Completed,False,,
TXN0150087,2025-05-08,9.2,9.2,GBP,Amazon UK,Card Payment,Amazon UK,Online Shopping,Completed,False,,
TXN0150040,2025-05-09,18.13,18.13,GBP,Spotify,ATM Withdrawal,Payment to Spotify,Entertainment,Pending,False,,
TXN0150099,2025-05-11,70.93,70.93,GBP,Tesco Supermarket,Mobile Payment,Tesco Supermarket - Mobile Payment,Groceries,Completed,False,,
TXN0150025,2025-05-11,154.27,154.27,GBP,Paddy Power,Card Payment,Paddy Power - Card Payment,Gambling,Completed,False,FW45,Gambling transaction
TXN0150031,2025-05-12,763.19,763.19,GBP,Apple Store,Direct Debit,Apple Store,Electronics,Completed,False,FW15,
TXN0150000,2025-05-13,17.73,17.73,GBP,Airbnb,Refund,Airbnb - Refund,Travel,Completed,False,,
TXN0150038,2025-05-13,236.45,236.45,GBP,British Airways,Card Payment,Card Payment - British Airways,Travel,Completed,False,,
TXN0150064,2025-05-13,13.11,13.11,GBP,Thames Water,Contactless,Thames Water - Contactless,Utilities,Completed,False,,
TXN0150039,2025-05-19,38.46,38.46,GBP,Costa Coffee,Direct Debit,Direct Debit - Costa Coffee,Food & Drink,Completed,False,,
TXN0150059,2025-05-19,-197.02,-197.02,GBP,EasyJet,Refund,EasyJet,Travel,Completed,False,,
TXN0150008,2025-05-24,161.42,161.42,GBP,Spotify,Bank Transfer,Spotify,Entertainment,Completed,False,,
TXN0150010,2025-05-27,3364.66,3364.66,GBP,Costa Coffee,Contactless,Costa Coffee,Food & Drink,Completed,False,FW15,High value transaction
TXN0150017,2025-07-02,232.07,232.07,GBP,Thames Water,Mobile Payment,Mobile Payment - Thames Water,Utilities,Completed,False,,
TXN0150016,2025-07-03,671.06,671.06,GBP,BP Station,Mobile Payment,BP Station,Transport,Completed,False,FW15,
TXN0150004,2025-07-07,962.52,962.52,GBP,British Gas,Card Payment,British Gas,Utilities,Completed,False,FW15,
TXN0150013,2025-07-09,-60.84,-60.84,GBP,HSCB Bank,Refund,HSCB Bank - Refund,Error,Completed,False,FW40_Misspelling,
TXN0150054,2025-07-10,455.52,455.52,GBP,Anonymous Payment,Contactless,Anonymous Payment,Unknown,Completed,False,FW25|FW15,Missing audit trail
TXN0150093,2025-07-12,1203.63,1203.63,GBP,Nationwide Loan,Card Payment,Card Payment - Nationwide Loan,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0150055,2025-07-18,336.42,336.42,GBP,Paddy Power,ATM Withdrawal,Paddy Power,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0150056,2025-07-19,40.33,40.33,GBP,EDF Energy,ATM Withdrawal,EDF Energy - ATM Withdrawal,Utilities,Completed,False,,
TXN0150045,2025-07-22,87.74,87.74,GBP,Amazon Prime,Card Payment,Card Payment - Amazon Prime,Online Shopping,Completed,False,,
TXN0150006,2025-07-22,114.77,114.77,GBP,Uber,Card Payment,Payment to Uber,Transport,Completed,False,,
TXN0150015,2025-07-29,742.54,742.54,GBP,Waitrose,Standing Order,Waitrose,Groceries,Completed,False,FW15,
TXN0150074,2025-08-01,623.63,623.63,GBP,Argos,Contactless,Contactless - Argos,Electronics,Completed,False,FW15,
TXN0150088,2025-08-03,152.33,152.33,GBP,Thames Water,Standing Order,Standing Order - Thames Water,Utilities,Completed,False,,
TXN0150076,2025-08-04,216.88,216.88,GBP,John Lewis,Online Purchase,John Lewis - Online Purchase,Online Shopping,Completed,False,,
TXN0150079,2025-08-07,107.97,107.97,GBP,National Rail,Contactless,National Rail - Contactless,Transport,Completed,False,,
TXN0150042,2025-08-09,901.41,901.41,GBP,Revolut Transfer,Direct Debit,Direct Debit - Revolut Transfer,Money Transfer,Completed,False,FW20_Transfer|FW15,
TXN0150033,2025-08-09,195.23,195.23,GBP,Unspecified Merchant,Purchase,Unspecified Merchant - Purchase,Unknown,Completed,False,FW25,Missing audit trail
TXN0150044,2025-08-10,183.63,183.63,GBP,Samsung Store,Card Payment,Card Payment - Samsung Store,Electronics,Completed,False,,
TXN0150096,2025-08-13,1592.67,1592.67,GBP,Wise Transfer,ATM Withdrawal,ATM Withdrawal - Wise Transfer,Money Transfer,Completed,False,FW20_Transfer|FW15,High value transaction
TXN0150089,2025-08-14,1929.05,1929.05,GBP,Chanel,Standing Order,Payment to Chanel,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0150081,2025-08-15,39.33,39.33,GBP,McDonald's,Online Purchase,Online Purchase - McDonald's,Food & Drink,Completed,False,,
TXN0150091,2025-08-15,203.86,203.86,GBP,M&S,Bank Transfer,Payment to M&S,Groceries,Completed,False,,
TXN0150066,2025-08-16,261.44,261.44,GBP,Virgin Money Credit Card,Standing Order,Virgin Money Credit Card,Debt Payment,Completed,False,FW15,
TXN0150037,2025-08-17,2129.67,2129.67,GBP,Chanel,Mobile Payment,Payment to Chanel,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0150030,2025-08-17,75.64,75.64,GBP,BP Station,Direct Debit,BP Station - Direct Debit,Transport,Completed,False,,
TXN0150053,2025-08-25,212.01,212.01,GBP,Samsung Store,Refund,Samsung Store,Electronics,Completed,False,,
TXN0150075,2025-08-26,206.14,206.14,GBP,Virgin Money Credit Card,Bank Transfer,Bank Transfer - Virgin Money Credit Card,Debt Payment,Completed,False,,
TXN0150005,2025-08-27,23.455000000000002,234.55,GBP,Thames Water,Refund,Refund - Thames Water,Utilities,Completed,True,FW40_Calculation,Data error detected
TXN0150021,2025-08-27,25.75,25.75,GBP,TfL Transport,Contactless,Contactless - TfL Transport,Transport,Completed,False,,
TXN0150001,2025-08-28,117.02,117.02,GBP,Airbnb,Card Payment,Card Payment - Airbnb,Travel,Completed,False,,
TXN0150026,2025-08-29,319.82,319.82,GBP,Paddy Power,Online Purchase,Paddy Power,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0150003,2025-08-30,129.41,129.41,GBP,Currys PC World,Mobile Payment,Mobile Payment - Currys PC World,Electronics,Completed,False,,
